board,job_id,url,title,company,location,country,salary,currency,degree_required,eu_passport_required,contract_length,start_date,apply_email,apply_url,posted_date,description,raw
seriousteachers,267478,https://www.seriousteachers.com/job_details/267478/0/,Special Education Teacher,Methodist Children's Home Society,Michigan,USA,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/267478/19629,,"Must have a legal working status for United States of America to apply! Required Degrees: Certified Teacher - Michigan/Bachelor’s Degree Fields of Expertise: Elementary, Curriculum Developer, Science, Social Studies Salary: Negotiable Methodist Children's Home Society Details: MCHS offers a wealth of benefits for our employees including: generous paid holidays & time off, full benefits (100% of premiums covered by the employer; no cost to you), a wonderful 80 acre campus, tuition reimbursement, pension plan, and a dedication to growth & promotion from within. JOB SUMMARY The Special Education Teacher creates a flexible education program and learning environment that provides specialized instruction to children in the residential department at MCHS. The teacher is responsible for collaborating with other certified staff and para-pros and the other departments to develop and implement supplemental aides, accommodations, and other needed supports so that the students benefit from the general education curriculum to the greatest extent possible. The teacher is responsible for developing lesson plans, providing instruction, structuring the classroom, and facilitating education enrichmen","Must have a legal working status for United States of America to apply! Required Degrees: Certified Teacher - Michigan/Bachelor’s Degree Fields of Expertise: Elementary, Curriculum Developer, Science, Social Studies Salary: Negotiable Methodist Children's Home Society Details: MCHS offers a wealth of benefits for our employees including: generous paid holidays & time off, full benefits (100% of premiums covered by the employer; no cost to you), a wonderful 80 acre campus, tuition reimbursement, pension plan, and a dedication to growth & promotion from within. JOB SUMMARY The Special Education Teacher creates a flexible education program and learning environment that provides specialized instruction to children in the residential department at MCHS. The teacher is responsible for collaborating with other certified staff and para-pros and the other departments to develop and implement supplemental aides, accommodations, and other needed supports so that the students benefit from the general education curriculum to the greatest extent possible. The teacher is responsible for developing lesson plans, providing instruction, structuring the classroom, and facilitating education enrichment activities throughout the year. DUTIES & ESSENTIAL JOB FUNCTIONS The Special Education Teacher must be able to do the following always: Recommend, develop, plan and implement individualized and group educational programs and lesson plans based on assessment data and child’s needs. Provide instruction during the school year as well as the summer education programs. Work with agency staff to meet the educational needs of the children. Establish and maintain the performance assessment program and database to track progress; ensure all children are properly assessed; provide agency staff with assessment results and reports. Serve as a support member to the group treatment teams with the responsibility of providing individual and group educational assistance and tutoring; assist children with school assignments and completing their homework. Work with group treatment teams to create a structured learning environment. Provide regular feedback on student progress to the educational, residential, and clinical departments. As needed or called upon, provide feedback, evaluation, and information to external stakeholders, including families, DHHS, etc. Provide as needed tutoring; assist children with school assignments and completing their homework; treatment teams to create a structured learning environment; provide regular feedback on student progress to education, clinical, and residential teams; Assist agency staff with monitoring the behavior and academic success of children to ensure they stay focused and on task; assist with providing leadership and maintaining discipline of children; provide assistance with controlling disruptive behavior using agency approved methods of de-escalation and crisis intervention. Operate within agency policies and procedures as outlined in department handbooks and the Employee Handbook. BASIC COMPETENCIES Education and Experience: Bachelor’s degree required. State of Michigan Teacher’s Certification in any area of Special Education, required. Emotional or Cognitive Impairment certification preferred. Experience working with serious emotional disorder (SED) at-risk youth males between the ages of 6 – 18 preferred. The Knowledge of: Computer and software applications (Windows, MS Office, Internet applications, Parent Connect, etc.) necessary to perform the duties of the position. State high school and grade school content expectations (HSCE and GLCE) Methods for providing differentiated instruction to at-risk children. Student assessment strategies. The behavior patterns of youth and methods of interacting with and redirecting children. The Skills and Ability to: Effectively provide instruction for serious emotional disorder (SED) at-risk children. Design, plan, and implement lesson plans for individuals and small groups of children. Evaluate and document children’s response progress towards goals. Utilize established assessment systems and educational programs (Reading A-Z, Read About, etc.) Communicate effectively verbally and in writing. Relate to youth and gain their respect and confidence. Manage time and multiple priorities, meet deadlines. Establish and maintain effective working relationships with employees, other agencies and the public. Exercise professional judgment in making decisions. Handle sensitive and confidential situations and documentation. Attend and conduct agency training and maintain necessary certifications and licenses."
seriousteachers,247862,https://www.seriousteachers.com/job_details/247862/0/,Job In USA,,,USA,"$12,000",USD,,,,,,https://www.seriousteachers.com/te2/respond/247862/15528,,"Required Degrees: Any Fields of Expertise: ESL/EFL, Nursery, Elementary, Curriculum Developer, ESL to Children, Kindergarten, High School, University, French, Spanish, Science, Math/Physics, Salary: $12,000 USD North America Global Employment Link Details: All registered agents who have reliable candidates ready to work and live in United State should please go through our website and contact us as soon as possible. Individual Candidates should kindly send their Resumes/CV .","Required Degrees: Any Fields of Expertise: ESL/EFL, Nursery, Elementary, Curriculum Developer, ESL to Children, Kindergarten, High School, University, French, Spanish, Science, Math/Physics, Salary: $12,000 USD North America Global Employment Link Details: All registered agents who have reliable candidates ready to work and live in United State should please go through our website and contact us as soon as possible. Individual Candidates should kindly send their Resumes/CV ."
seriousteachers,241149,https://www.seriousteachers.com/job_details/241149/0/,"Part-time (AM) ESL teacher in Washington, DC",The English Hub,"Washington, DC",USA,$16-$18/hour,USD,TEFL,,,July 7th,,https://www.seriousteachers.com/te2/respond/241149/14755,,"Must have a legal working status for United States of America to apply! Required Degrees: TEFL, CELTA, or BA Fields of Expertise: ESL/EFL, Curriculum Developer, Salary: $1,200 USD Details: The English Hub is seeking a creative part-time ESL professional (and/or student in that field) to teach English to professionals and write/design ESL content at our client site in Washington, DC. SCHEDULE: 07:30 am to 9:00 (mandatory) + 3 more hours per day in office or telecommuting, Mon-Thurs COMPENSATION: $16-$18/ hour (commensurate with experience) LOCATION: Tenleytown, Washington, DC NW (highly metro accessible; parking is a challenge) START DATE: Monday, July 7th or earlier PERKS: All federal holidays are observed; telecommuting is often granted during inclement weather; job is creative with lots of autonomy; watching TV and listening to NPR is sometimes part of the job! PRIMARY RESPONSIBILITIES: -07:30-09:00 am, Mon-Thurs - teach small-group classes (1-8 students per day) -09:00 am-12 noon: -plan and produce ESL lessons, worksheets, PowerPoint Presentations, etc. (at office or your home) -teach one-on-one classes (occasionally) -maintain student records and complete quarterly progress rep","Must have a legal working status for United States of America to apply! Required Degrees: TEFL, CELTA, or BA Fields of Expertise: ESL/EFL, Curriculum Developer, Salary: $1,200 USD Details: The English Hub is seeking a creative part-time ESL professional (and/or student in that field) to teach English to professionals and write/design ESL content at our client site in Washington, DC. SCHEDULE: 07:30 am to 9:00 (mandatory) + 3 more hours per day in office or telecommuting, Mon-Thurs COMPENSATION: $16-$18/ hour (commensurate with experience) LOCATION: Tenleytown, Washington, DC NW (highly metro accessible; parking is a challenge) START DATE: Monday, July 7th or earlier PERKS: All federal holidays are observed; telecommuting is often granted during inclement weather; job is creative with lots of autonomy; watching TV and listening to NPR is sometimes part of the job! PRIMARY RESPONSIBILITIES: -07:30-09:00 am, Mon-Thurs - teach small-group classes (1-8 students per day) -09:00 am-12 noon: -plan and produce ESL lessons, worksheets, PowerPoint Presentations, etc. (at office or your home) -teach one-on-one classes (occasionally) -maintain student records and complete quarterly progress reports -take students on occasional off-site field trips (personal vehicle not required) REQUIREMENTS: -1st language is US/Canadian English. -at least 1 year of experience teaching adults in English as a Second Language -Creative spirit and dynamic personality -Confident grasp of English grammar and pronunciation instruction -Demonstrable experience/knowledge in lesson planning and curriculum development (or a willingness to learn). -A TEFL certificate and/or Bachelor’s degree (preferably in English or Education). -high proficiency with Microsoft Word, Powerpoint, and Excel -Professional attire at all times OTHER CONSIDERATIONS: -Any creative design ability or experience with publication software (such as InDesign or QuarkExpress) is highly regarded -Any experience with website/social media management is highly regarded. -Knowledge of Latin-based languages is helpful. ABOUT the COMPANY: The English Hub provides customized ESL classes and resources to individuals and small groups in Washington, DC."
seriousteachers,278459,https://www.seriousteachers.com/job_details/278459/0/,Remote and Online English Teacher/Mentor Needed!,Nao Now Global Mentoring,Remote,Online,$17,USD,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/278459/24487,,"Must have a legal working status for United States of America to apply! Required Degrees: Currently pursing a Bachelor’s or has a Bachelor’s Fields of Expertise: ESL/EFL, ESL to Children, Salary: $17 USD Nao Now Global Mentoring Details: Nao Now Global Tutoring is hiring enthusiastic, committed, passionate virtual mentors for our English Language Education Program. Teach 1-on-1 and small group classes to K-12 and adult students using our advanced, well-designed curriculum from the comfort of your dorm or home! Build lasting connections with your students during weekly or biweekly 25-50 minute classes. Help students advance their English language skills and develop the skills to become confident public speakers and global leaders. If you have a passion for helping students accomplish their dreams and are available to work before 10 am EST, after 7 pm EST, and/or weekends. Mentor Responsibilities: 1. Conducting activities and lessons based on ESL teaching methodologies. 2. Encouraging and engaging students to speak in English. 3. Motivating students and using humor to induce a pleasant learning environment. 4. Maximizing students’ talk time through reading passages and conversation 5","Must have a legal working status for United States of America to apply! Required Degrees: Currently pursing a Bachelor’s or has a Bachelor’s Fields of Expertise: ESL/EFL, ESL to Children, Salary: $17 USD Nao Now Global Mentoring Details: Nao Now Global Tutoring is hiring enthusiastic, committed, passionate virtual mentors for our English Language Education Program. Teach 1-on-1 and small group classes to K-12 and adult students using our advanced, well-designed curriculum from the comfort of your dorm or home! Build lasting connections with your students during weekly or biweekly 25-50 minute classes. Help students advance their English language skills and develop the skills to become confident public speakers and global leaders. If you have a passion for helping students accomplish their dreams and are available to work before 10 am EST, after 7 pm EST, and/or weekends. Mentor Responsibilities: 1. Conducting activities and lessons based on ESL teaching methodologies. 2. Encouraging and engaging students to speak in English. 3. Motivating students and using humor to induce a pleasant learning environment. 4. Maximizing students’ talk time through reading passages and conversation 5. Displaying excellent classroom management. 6. Keeping accurate records of student performance. 7. Communicating with the Nao Now team, as needed. 8. Maintaining standardized guidelines. Mentor Requirements: 1. A Bachelor’s degree or proof of enrollment of a BA program. 2. Available to tutor in the mornings (before 10 AM EST), late evenings (after 7 PM EST), or weekends (most of our students are located in Korea) 3. Excellent command of the English language and have a neutral accent. 4. Ability to teach students of all ages and from different backgrounds. 5. Display patience and cultural awareness."
seriousteachers,278442,https://www.seriousteachers.com/job_details/278442/0/,EFL Instructor,MLA Move Language Ahead,"Ramapo College, Mahwah, NJ",USA,$26/hour,USD,Bachelor,,,June 24 2024,,https://www.seriousteachers.com/te2/respond/278442/24481,,"Must have a legal working status for United States of America to apply! Required Degrees: Bachelor’s degree. CELTA or CertTESOL Fields of Expertise: ESL/EFL, ESL to Children, Summer Camps, Salary: $26 USD MLA Details: SUMMER EFL INSTRUCTOR POSITION OVERVIEW • Responsible for ESL instruction • Reports to Director of Studies • Part-time summer employment from late June through mid-August Required skills include: • Ability to maintain organization of classes, students, and program curriculum • Ability to use and supplement program curriculum to facilitate task/project-based learning • Ability to effectively use company software for student attendance and lesson tracking • Ability to be pleasant, polite, and cooperative with fellow employees, vendors, and guests MLA (Move Language Ahead) is an industry leader in providing safe, educational, and cultural vacations to students from around the world. Each year thousands of students travel with MLA as part of our short-term English as a foreign language (EFL) programs. Along with our proprietary EFL curriculum, we also provide our students with great excursions featuring some of the most popular historical and tourist destinations across t","Must have a legal working status for United States of America to apply! Required Degrees: Bachelor’s degree. CELTA or CertTESOL Fields of Expertise: ESL/EFL, ESL to Children, Summer Camps, Salary: $26 USD MLA Details: SUMMER EFL INSTRUCTOR POSITION OVERVIEW • Responsible for ESL instruction • Reports to Director of Studies • Part-time summer employment from late June through mid-August Required skills include: • Ability to maintain organization of classes, students, and program curriculum • Ability to use and supplement program curriculum to facilitate task/project-based learning • Ability to effectively use company software for student attendance and lesson tracking • Ability to be pleasant, polite, and cooperative with fellow employees, vendors, and guests MLA (Move Language Ahead) is an industry leader in providing safe, educational, and cultural vacations to students from around the world. Each year thousands of students travel with MLA as part of our short-term English as a foreign language (EFL) programs. Along with our proprietary EFL curriculum, we also provide our students with great excursions featuring some of the most popular historical and tourist destinations across the country. The MLA EFL Instructor is a part-time, seasonal position (late June through late July) with MLA Move Language Ahead. The EFL Instructor works under the direct supervision of the Director of Studies. EFL Instructors are hired to deliver one of five levels of MLA EFL curriculum to international high school students attending a two-week or three-week cultural immersion program. Instructors will use MLA published curriculum and student eBooks (TASKtime) lesson plans are provided to accompany each lesson. Instructors may, if they wish, supplement the curriculum with their own materials focused on the topic, program location and general American culture. LOCATION Ramapo College 505 Ramapo Valley Road Mahwah, NJ 07430 SCHEDULE MLA EFL Instructors are expected to commit to and be available for the entire session(s) for which they are hired. Absence during the small window of contact with the students is detrimental to the program. June 24 2024, to August 13 2024 Classes are taught Monday through Saturday (with an occasional Sunday) in 90-minute sections for a total of 30 paid instruction hours in a traditional two-week program. Morning lessons are scheduled from 9 a.m. to 12:15 p.m.; afternoon lessons are scheduled from 1:30 p.m. to 4:45 p.m. All lessons include one unpaid 15-minute break. Instructors must be available to teach both morning and afternoon lessons. Session 1 June 26 to July 8 Session 2 July 3 to July 15 Session 3 July 19 to July 31 Session 4 August 1 to August 13 REQUIRED KNOWLEDGE, SKILLS, AND EXPERIENCE EFL Instructors must have a Bachelor’s degree or equivalent along with prior ESL/EFL related experience and must represent MLA Move Language Ahead values and model those values to subordinates and colleagues. Preferred qualifications include: • Prior ESL/EFL teaching experience • Master’s Degree The completion of a satisfactory criminal background check is required. The completion of a satisfactory child abuse clearance may also be required. KEY POSITION ACCOUNTABILITIES Program Set-up • Attend all required training/orientation meetings prior to the start of a session • Review EFL curriculum and accompanying lesson plans • Participate in the induction presentation to orient the students to the campus including classrooms, computer labs, library, etc. Daily Instruction • Maintain a safe and professional environment suitable for teaching young students • Deliver well-prepared lessons to the class (average class size 16 students, maximum class size is 20 students) • Input daily attendance and student progress assessment into the online classroom management MLA TeacherZone • Utilize the provided curriculum, student task books, and suggested online materials (where available) to instruct the students • Supply additional materials to supplement the curriculum where necessary Assessment / Graduation • Provide an online progress report for each student, every lesson • Input end of course reports into the online classroom management system MLA TeacherZone • Attend and participate in the session graduation ceremony COMPENSATION • The starting rate of pay for this position is $26.00/hour and will be paid on a bi-weekly basis • Built into this hourly rate is the outside the classroom preparation that is required for these sessions. • EFL Instructors will be paid as follows: • 30 hours for the completion of 30 instruction hours during each two-week session • Mandatory training will be paid • This position does not provide housing PHYSICAL DEMANDS Do the essential functions of this job"
seriousteachers,275582,https://www.seriousteachers.com/job_details/275582/0/,"Lead, Classroom, and Substitute Educators Wanted!",Turning Sun Schools,"East Lake, North Druid Hills, Gwinnett, and Tucker",United States,Negotiable,,,,,,,https://www.seriousteachers.com/te2/respond/275582/23008,,"Required Degrees: None Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable Details: Turning Sun School - Educator Positions Available! Turning Sun Schools is hiring Lead, Classroom, and Substitute Educators at our 4 locations in East Lake, North Druid Hills, Gwinnett, and Tucker to work with students age 3 months - 5 years. Staff are typically salaried which includes being paid for the 40-45 weekdays we are closed each year (we follow public school schedules). Full time staff are eligible for health insurance benefits and optional retirement plan. Full time staff can work 8-4, 9-5, or 10-6 depending on location. Part time and Substitute Educator positions also offer flexible hours and schedule based on need between 8-6 Mon-Fri year round. Turning Sun is the school you always wished you could have attended. Our approach is play-based and inspired by the Reggio Emilia philosophy. Our curriculum is child-driven and always respectful to our students. We go outside EVERY day to connect with the natural world, and often explore the history, culture, and art of our local communities. We are a non-religious, open and affirming community which welcomes families and staff regar","Required Degrees: None Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable Details: Turning Sun School - Educator Positions Available! Turning Sun Schools is hiring Lead, Classroom, and Substitute Educators at our 4 locations in East Lake, North Druid Hills, Gwinnett, and Tucker to work with students age 3 months - 5 years. Staff are typically salaried which includes being paid for the 40-45 weekdays we are closed each year (we follow public school schedules). Full time staff are eligible for health insurance benefits and optional retirement plan. Full time staff can work 8-4, 9-5, or 10-6 depending on location. Part time and Substitute Educator positions also offer flexible hours and schedule based on need between 8-6 Mon-Fri year round. Turning Sun is the school you always wished you could have attended. Our approach is play-based and inspired by the Reggio Emilia philosophy. Our curriculum is child-driven and always respectful to our students. We go outside EVERY day to connect with the natural world, and often explore the history, culture, and art of our local communities. We are a non-religious, open and affirming community which welcomes families and staff regardless of gender identity or expression, sexual orientation, race, creed, or ethnicity. Education and experience are a plus, but not a requirement because all of our staff progress through Turning Sun’s Professional Development Program. We seek candidates who possess the things we cannot teach: (1) ”character” which aligns with our special values and (2) the natural ability to connect with children. New employees will also need CPR/First Aid certification (which we will provide and fund) and a comprehensive background check (which we can guide you through). TSS promotes from within so that all staff have opportunities for advancement and growth, and even the possibility to open their own school. For more info, visit the ”Employment” page of our website where you will find a link to fill out our online application. If you wish, you may also submit a resume or cover letter before or after via email."
seriousteachers,275503,https://www.seriousteachers.com/job_details/275503/0/,Early Education Head Start/Early Head Start Staff,,,USA,Negotiable,,,,,,,https://www.seriousteachers.com/te2/respond/275503/22962,,"Must have a legal working status for United States of America to apply! Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable Details: Seeking Early Education Head Start/Early Head Start Teachers – Join our new Early Education Center team. Multiple locations available with Full-Time and Part-Time positions available. Benefits include paid vacation time (FT staff), sick time, child care discount and Y membership. More information available on our website.","Must have a legal working status for United States of America to apply! Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable Details: Seeking Early Education Head Start/Early Head Start Teachers – Join our new Early Education Center team. Multiple locations available with Full-Time and Part-Time positions available. Benefits include paid vacation time (FT staff), sick time, child care discount and Y membership. More information available on our website."
seriousteachers,275038,https://www.seriousteachers.com/job_details/275038/0/,Certified Music Teacher,,,,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/275038/22682,,"Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable Details: We are looking for a Music Teacher for our Middle and High School to fill our opening. All candidates should have an active certificate on the subject At least a Bachelor’s Degree To apply please send your resume.","Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable Details: We are looking for a Music Teacher for our Middle and High School to fill our opening. All candidates should have an active certificate on the subject At least a Bachelor’s Degree To apply please send your resume."
seriousteachers,274942,https://www.seriousteachers.com/job_details/274942/0/,Tutors (all subjects),High Five Learning Center,Beaumont,USA,Negotiable,,,,,,,https://www.seriousteachers.com/te2/respond/274942/22633,,"Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable High Five Learning Center Details: Hello! We will be starting a learning center in the Beaumont area in the coming months. We will have a brick and mortar storefront with security cameras, fully furnished rooms and modern learning technology. We will have individual spaces and classrooms. Compensation is hourly and highly competitive. If you want to be part of our team please send a resume or CV with at least the following information: Name Email Phone City of Residence Academic Experience. Skills, certifications, degrees, etc. Work Experience in similar tutor positions Subject matters you are qualified to tutor in Specifically, what levels you are qualified to teach (2nd grade, high school, college) Days/times you desire to tutor Expected hourly wage Feel free to ask any questions; however, we are still working hard on many facets of this endeavor. So please be patient. Thank you!","Fields of Expertise: ESL/EFL, ESL to Children, Salary: Negotiable High Five Learning Center Details: Hello! We will be starting a learning center in the Beaumont area in the coming months. We will have a brick and mortar storefront with security cameras, fully furnished rooms and modern learning technology. We will have individual spaces and classrooms. Compensation is hourly and highly competitive. If you want to be part of our team please send a resume or CV with at least the following information: Name Email Phone City of Residence Academic Experience. Skills, certifications, degrees, etc. Work Experience in similar tutor positions Subject matters you are qualified to tutor in Specifically, what levels you are qualified to teach (2nd grade, high school, college) Days/times you desire to tutor Expected hourly wage Feel free to ask any questions; however, we are still working hard on many facets of this endeavor. So please be patient. Thank you!"
seriousteachers,277336,https://www.seriousteachers.com/job_details/277336/0/,Early Preschool Teacher - Kids Junction Learning,Kids Junction Learning,,,16.00-23.00 per hour,USD,Associate,,,,,https://www.seriousteachers.com/te2/respond/277336/23945,,"Required Degrees: Early Preschool Teacher Fields of Expertise: Kindergarten, early childhood or education Salary: Negotiable KidsJunction Preschool Details: Do you have a passion to impact a child during their most formative years? Kids Junction has immediate openings for a Lead or Assistant Teacher in our Early Preschool classrooms (1-2 years). Kids Junction is a family owned, Christian preschool. Our mission is to build mind, body, and Christian character in partnership with families to bring out the best in each child. We wish to cultivate a partnership with each family to accomplish educational and training goals with their child/ren. Job Requirements: 2-year degree in early childhood or a related field or have completed the Infant/Toddler, Assistant Teacher and Lead Teacher Course (or willing to complete the necessary requirements) Experience in the fields of early childhood or education (preferred but not required) Must demonstrate a passion for helping children develop and grow Be age 18 years old or older Pay rate is based on education, experience and Registry Level Job Type: FULL-TIME Pay: $16.00 – $23.00 per hour Kids Junction is an Equal Opportunity Employer. Benefits an","Required Degrees: Early Preschool Teacher Fields of Expertise: Kindergarten, early childhood or education Salary: Negotiable KidsJunction Preschool Details: Do you have a passion to impact a child during their most formative years? Kids Junction has immediate openings for a Lead or Assistant Teacher in our Early Preschool classrooms (1-2 years). Kids Junction is a family owned, Christian preschool. Our mission is to build mind, body, and Christian character in partnership with families to bring out the best in each child. We wish to cultivate a partnership with each family to accomplish educational and training goals with their child/ren. Job Requirements: 2-year degree in early childhood or a related field or have completed the Infant/Toddler, Assistant Teacher and Lead Teacher Course (or willing to complete the necessary requirements) Experience in the fields of early childhood or education (preferred but not required) Must demonstrate a passion for helping children develop and grow Be age 18 years old or older Pay rate is based on education, experience and Registry Level Job Type: FULL-TIME Pay: $16.00 – $23.00 per hour Kids Junction is an Equal Opportunity Employer. Benefits and Perks Full Time Benefits Include: Competitive Wages Medical, Dental and Vision Insurance 401 K Plans Flexible Paid Time Off (10 days in your first year for full-time) Paid Holidays and Professional Days Child Care Discount Princeton Club Membership Discount Many Staff Appreciation Opportunities NO NIGHTS OR WEEKENDS"
seriousteachers,273340,https://www.seriousteachers.com/job_details/273340/0/,Kindergarten Homeroom Teacher,United Nations International School,,United States of America,Negotiable,,Teaching certificate,,1 year,,,https://www.seriousteachers.com/te2/respond/273340/21838,,"Must have a legal working status for United States of America to apply! Required Degrees: Teaching certificate Fields of Expertise: Kindergarten, Salary: Negotiable United Nations international School Details: OPEN POSITION FOR THE 2019 - 2020 ACADEMIC SCHOOL YEAR The United Nations International School is seeking an experienced teacher with a successful track record as a one year replacement Kindergarten Homeroom Teacher. Our faculty models a spirit of collaboration and deep inquiry and inspires students to “become an active force in shaping a better world: peaceful, compassionate and sustainable.” We look for candidates with intelligence, energy, optimism, commitment to students, creativity, a collaborative approach and close alignment with our mission.","Must have a legal working status for United States of America to apply! Required Degrees: Teaching certificate Fields of Expertise: Kindergarten, Salary: Negotiable United Nations international School Details: OPEN POSITION FOR THE 2019 - 2020 ACADEMIC SCHOOL YEAR The United Nations International School is seeking an experienced teacher with a successful track record as a one year replacement Kindergarten Homeroom Teacher. Our faculty models a spirit of collaboration and deep inquiry and inspires students to “become an active force in shaping a better world: peaceful, compassionate and sustainable.” We look for candidates with intelligence, energy, optimism, commitment to students, creativity, a collaborative approach and close alignment with our mission."
seriousteachers,279867,https://www.seriousteachers.com/job_details/279867/0/,High School Educator,Sierra Shooting Stars Enrichment Programs,"Reno, Nevada",USA,Negotiable,USD,Bachelor,,,Fall 2026,,https://www.seriousteachers.com/te2/respond/279867/25143,,"Must have a legal working status for United States of America to apply! Required Degrees: Bachelors Degree Fields of Expertise: High School, Salary: Negotiable Details: MUST BE LOCATED IN NEVADA TO APPLY!! Sierra Shooting Stars Enrichment Programs is a Home School Co-Op in Reno, Nevada. We are expanding our program to include a High School Program this coming Fall 2026 for a mixed age group of 12 students aged 14-15 (9th & 10th grade). We are looking for High School Educators who are enthusiastic, collaborative professionals with strong interpersonal skills. We focus on hands-on, experiential learning. Qualifications: • Bachelor’s degree in related subject • Montessori Credential for adolescents, preferred but not required • Experience teaching and working with adolescents preferred • Excellent verbal and written skills with students, colleagues and parents • Demonstrated strong organizational and planning skills • Ability to pass criminal background check Compensation: DOE (depends on experience) Qualified candidates should email resume and cover letter.","Must have a legal working status for United States of America to apply! Required Degrees: Bachelors Degree Fields of Expertise: High School, Salary: Negotiable Details: MUST BE LOCATED IN NEVADA TO APPLY!! Sierra Shooting Stars Enrichment Programs is a Home School Co-Op in Reno, Nevada. We are expanding our program to include a High School Program this coming Fall 2026 for a mixed age group of 12 students aged 14-15 (9th & 10th grade). We are looking for High School Educators who are enthusiastic, collaborative professionals with strong interpersonal skills. We focus on hands-on, experiential learning. Qualifications: • Bachelor’s degree in related subject • Montessori Credential for adolescents, preferred but not required • Experience teaching and working with adolescents preferred • Excellent verbal and written skills with students, colleagues and parents • Demonstrated strong organizational and planning skills • Ability to pass criminal background check Compensation: DOE (depends on experience) Qualified candidates should email resume and cover letter."
seriousteachers,277600,https://www.seriousteachers.com/job_details/277600/0/,Middle School English Teacher,American International School of Conakry,Conakry,Guinea,Negotiable,,Bachelor,,,August 2023,,https://www.seriousteachers.com/te2/respond/277600/24059,,"Required Degrees: Bachelors Degree Fields of Expertise: High School, Salary: Negotiable American International School of Conakry Details: We have an opening for a Middle School English Teacher for the 2023-24 academic year beginning in August 2023. The tax-free salary is competititive and comes with a two-bedroom fully furnished apartment in proximity to the school, full health insurance for self and dependents, one tuition waiver for child. We are a small PK-12 school of only 108 students using the AERO Standards to deliver inquiry-based instruction. We are the only school in Guinea accredited by the Middle States Association.","Required Degrees: Bachelors Degree Fields of Expertise: High School, Salary: Negotiable American International School of Conakry Details: We have an opening for a Middle School English Teacher for the 2023-24 academic year beginning in August 2023. The tax-free salary is competititive and comes with a two-bedroom fully furnished apartment in proximity to the school, full health insurance for self and dependents, one tuition waiver for child. We are a small PK-12 school of only 108 students using the AERO Standards to deliver inquiry-based instruction. We are the only school in Guinea accredited by the Middle States Association."
seriousteachers,275825,https://www.seriousteachers.com/job_details/275825/0/,High School Physics Teacher,The International School of Indiana,Indianapolis,United States of America,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/275825/23149,,"Required Degrees: Bachelor Degree Fields of Expertise: High School, Math/Physics, Salary: Negotiable Details: The International School of Indiana (ISI) is looking for an Upper School Physics teacher to work with students in Grades 9 through 12. ISI is a 3-year old to Grade 12 IB continuum school. Graduates from ISI attend good universities in the US and in other countries around the world. We are a collaborative school community seeking to make a difference in the world and provide an excellent holistic education for our students. More information about the school can be found on our website.","Required Degrees: Bachelor Degree Fields of Expertise: High School, Math/Physics, Salary: Negotiable Details: The International School of Indiana (ISI) is looking for an Upper School Physics teacher to work with students in Grades 9 through 12. ISI is a 3-year old to Grade 12 IB continuum school. Graduates from ISI attend good universities in the US and in other countries around the world. We are a collaborative school community seeking to make a difference in the world and provide an excellent holistic education for our students. More information about the school can be found on our website."
